OperatorName,Address.City,Address.PostalCode,Address.Street,Address.HouseNum,lat,lon,charger_count
Move,Chêne-Bougeries,1224,Chemin Pré-du-Couvent,,46.205069,6.182613,2
Move,Cointrin,1216,Genève Aéroport 1,,46.23055,6.11013,2
Move,Collombey-Muraz,1868,Chemin des Vergers 3,,46.26639,6.946904,2
Move,Collombey-Muraz,1868,chemin du verger 5,,46.266461,6.948144,2
Move,Cologny,1223,Place Pierre-Gautier 5,,46.216279,6.180588,2
Move,Commugny,1291,chemin Vy-des-Mores,,46.317323,6.176027,2
Move,Confignon,1232,Rue Edouard-Vallet,,46.182028,6.089896,2
Move,Conthey,1964,Route de Bassin 12,,46.2237,7.2989,2
Move,Corcelles-Cormondrèche,2035,Chemin du Foyer 3,,46.984488,6.872744,2
Move,Corcelles-Cormondrèche,2035,Rue de la croix 4,,46.983778,6.875136,2
Move,Corminboeuf,1720,Route du Centre 25,,46.806926,7.101576,2
Move,Cornaux,2087,Route des Vergers,,47.03932,7.022915,2
Move,Corsier GE,1246,Chemin Neuf,,46.262921,6.22414,2
Move,Corsier GE,1246,Route de l'Eglise,,46.26148,6.228967,2
Move,Corsier-sur-Vevey,1804,Route de Fenil 2,,46.475761,6.852593,2
Move,Cortaillod,2016,Impasse de Carraz 1,,46.94706,6.85258,2
Move,Cortaillod,2016,Les Tilles 5,,46.94355,6.828502,2
Move,Cortaillod,2016,Route de Boudry,,46.944279,6.843812,2
Move,Cortaillod,2016,Route de Boudry 11,,46.946563,6.835189,2
Move,Cortaillod,2016,Rue des Vergers,,46.94174,6.84456,2
Move,Cortaillod,2016,chemin des Draizes 2,,46.94308,6.84355,2
Move,Cortaillod,2016,chemin des Graviers,,46.94128,6.85283,2
Move,Cottens,1741,Route de Fribourg 44,,46.753191,7.0335,2
Move,Courrendlin,2830,Sur Haute Rive 1,,47.343593,7.367481,2
Move,Courtelary,2608,Grand-Rue 21,,47.175944,7.063278,2
Move,Crans-Montana,3963,Rte de la Tour 10,,46.319321,7.490838,2
Move,Crissier,1023,Chemin du Closalet 20,,46.554863,6.57196,2
Move,Crémines,2746,chemin de Grandval 141,,47.285263,7.435598,2
Move,Cugy,1482,Route de Fétigny 22A,,46.813451,6.887704,2
Move,Dietikon,8953,Überlandstrasse 74,,47.410157,8.398049,2
Move,Disentis/Muster,7180,Via Foppas,,46.69167,8.83605,2
Move,Dulliken,4657,Alte Landstrasse 3,,47.349688,7.944326,2
Move,Däniken,4658,Erlimattstrasse 17,,47.353119,7.980177,2
Move,Düdingen,3186,Bahnhofplatz 2a,,46.851323,7.191043,2
Move,Ecuvillens,1730,Route de l'Aérodrome,,46.754496,7.07587,2
Move,Ecuvillens,1730,Route des Condémines 5,,46.7574,7.0865,2
Move,Effretikon,8307,"Effretikon, Rikonerstrasse 20",,47.429418,8.687148,2
Move,Egnach,9322,Wiedehorn 4,,47.535294,9.396744,2
Move,Entlebuch,6162,Marktplatz,,46.991623,8.066083,2
Move,Epagny,1663,Route de l'Aerodrome 1,,46.594795,7.093147,2
Move,Ependes,1731,Au Village 16,,46.753871,7.146363,2
Move,Estavayer-le-Lac,1470,Place Nova Friburgo,,46.851703,6.840387,2
Move,Etagnières,1037,En Rambuz 5,,46.597022,6.610164,2
Move,Ettingen,4107,Bahnweg,,47.484055,7.546415,2
Move,Fehraltorf,8320,Kirchgasse 1,,47.386937,8.752719,2
Move,Feldbrunnen,4532,Frank Buchserstrasse,,47.219416,7.554793,2
Move,Flawil,9230,Lindenstrasse,,47.411857,9.193646,2
Move,Flawil,9230,Sonnegg,,47.417587,9.16878,2
Move,Flawil,9230,Toggenburgerstrasse 41,,47.413193,9.165126,2
Move,Fleurier,2114,Fleurier Rue de la Place d'Arme 17,,46.90372,6.576673,2
Move,Flums,8890,Maltinastrasse 3,,47.090746,9.342091,2
Move,Frauenfeld,8500,Juchstrasse 16,,47.567413,8.906151,2
Move,Frauenfeld,8500,Promenadenstrasse 8,,47.556408,8.899292,2
Move,Frauenfeld,8500,Schlossmühlestrasse 7,,47.554641,8.897268,2
Move,Frauenfeld,8501,Thundorferstrasse 20a,,47.554388,8.900203,2
Move,Frenkendorf,4402,Rheinstrasse 113D,,47.512511,7.719072,2
Move,Fribourg,1700,Boulevard de Pérolles 25,,46.799151,7.152059,2
Move,Fribourg,1700,Grand-Places 16,,46.802222,7.153333,2
Move,Fribourg,1700,Passage du Cardinal 1,,46.798101,7.147405,2
Move,Fribourg,1700,Route de la Glâne 26,,46.79267,7.143967,2
Move,Fribourg,1700,Rue Frédéric-Chaillet / Bd de Pérolles 25,,46.798956,7.152663,2
Move,Fribourg,1700,Rue de l'Hôpital 2,,46.805903,7.153618,2
Move,Fribourg,1706,"Fribourg, Route du Jura 73",,46.811477,7.139072,2
Move,Ftan,7551,Fionas 134,,46.795125,10.246215,2
Move,Fällanden,8117,Schwerzenbachstrasse 41,,47.37524,8.64292,2
Move,Gams,9473,Gasenzenstrasse 16,,47.205404,9.442111,2
Move,Gempen,4145,Haglenweg 13,,47.476177,7.664139,2
Move,Genève,1201,Rue Hoffmann 4,,46.21394,6.129714,2
Move,Genève,1202,Rue du Pré-de-la-Bichette,,50.0,-15.0,2
Move,Genève,1205,Rue Dancet 21,,46.192828,6.142361,2
Move,Gerlafingen,4563,Bahnhofstrasse 1,,47.170638,7.568553,2
Move,Gland,1196,Route Suisse 35,,46.415939,6.279201,2
Move,Goldach,9403,Blumenstrasse 2,,47.47493,9.46645,2
Move,Goldach,9403,Hauptstrasse 2,,47.475538,9.464995,2
Move,Goldach,9403,Marmorstrasse 2,,47.477601,9.462651,2
Move,Grabs,9472,Spitalstrasse 44,,47.173896,9.449993,2
Move,Grand-Lancy,1212,Chemin des Courtillets 2-6,,46.182252,6.119587,2
Move,Granges-Paccot,1763,Route de Morat 135,,46.823144,7.149136,2
Move,Grellingen,4203,Baselstrasse 6,,47.442028,7.590056,2
Move,Grindel,4247,Hauptstrasse 19,,47.381589,7.501756,2
Move,Grindelwald,3818,Dorfstrasse 110,,46.622783,8.035302,2
Move,Gstaad,3780,Neueretstrasse 2,,46.47646,7.284075,2
Move,Guarda,7545,La Val,,46.77599,10.14564,2
Move,Gumefens,1643,L'Etrey 41,,46.675694,7.084789,2
Move,Haag,9469,Gamserstrasse,,47.208899,9.479313,2
Move,Hallwil,5705,"Hallwil, Dürrenäscherstrasse 2",,47.329473,8.174674,2
Move,Haute Nendaz,1997,Route des écluses,,46.182299,7.291144,2
Move,Hergiswil bei Willisau,6133,Chrüzmatte,,47.085341,7.956758,2
Move,Hessigkofen,4577,Hauptstrasse 18,,47.142699,7.469025,2
Move,Hofstetten-Flüh,4114,Büneweg 2,,47.476789,7.517016,2
Move,Horn,9326,Tübacherstrasse 11,,47.494831,9.462748,2
Move,Horriwil,4557,Hauptstrasse 20,,47.181892,7.621694,2
Move,Ilanz,7130,Via Mulin 2,,46.774822,9.20948,2
Move,Interlaken,3800,Höheweg 94,,46.689225,7.865561,2
Move,Interlaken,3800,Jungfraustrasse 53,,46.68411,7.857459,2
Move,Jeuss,1793,Dorfstrasse 25,,46.904591,7.161915,2
Move,Jussy,1254,Route de Juvigny,,46.23433,6.266032,2
Move,Kerzers,3210,Bahnhofstrasse,,46.975127,7.193889,2
Move,Kreuzlingen,8280,Bleichestrasse,,47.644972,9.197016,2
Move,Kreuzlingen,8280,Nationalstrasse 27,,47.648723,9.169593,2
Move,Kreuzlingen,8280,Seestrasse 45,,47.651643,9.180611,2
Move,Kriegstetten,4566,Hauptstrasse 62,,47.174568,7.597467,2
Move,Küsnacht,8700,Freihofstrasse 30a,,47.309895,8.586073,2
Move,Küsnacht,8700,"Küsnacht, Seestrasse 139",,47.316842,8.579888,2
Move,Küsnacht,8700,Zürichstrasse 145,,47.318896,8.581562,2
Move,La Roche,1634,Le Brandt,,46.686523,7.154353,2
Move,La Roche,1634,Route de Fribourg 20,,46.698183,7.140241,2
Move,La Tène,2074,Route des Marais 10,,47.00743,7.02113,2
Move,Lancy,1212,Route de La-Chapelle 1,,50.0,-15.0,2
Move,Langendorf,4513,Dorfplatz,,47.220058,7.514042,2
Move,Langendorf,4513,Dürrbachstrasse 2,,47.218552,7.521976,2
Move,Lantsch/Lenz,7083,Sumvoi,,46.68315,9.56232,2
Move,Lantsch/Lenz,7083,Voia da Bual 1,,46.692158,9.558685,2
Move,Laufen,4242,Wahlenstrasse 46,,47.414972,7.503713,2
Move,Lausanne,1010,Av. de Crousaz 10,,46.540441,6.651517,2
Move,Lausanne,1018,Route de Gratta-Paille 2,,46.53681,6.617336,2
Move,Lausen,4415,Weidmatttstrasse 49,,47.47658,7.754198,2
Move,Le Chenit,1347,Rocheray 37,,46.624893,6.252543,2
Move,Le Grand-Saconnex,1218,Ancienne Route 63,,46.235931,6.12676,2
Move,Le Grand-Saconnex,1218,Rue Sonnex 3,,46.228328,6.121515,2
Move,Le Grand-Saconnex,1218,Rue Sonnex 5,,46.228434,6.121344,2
Move,Le Landeron,2525,Chemin des Pêches,,47.05366,7.07093,2
Move,Le Landeron,2525,Route de la Piscine,,47.0558,7.07131,2
Move,Le Landeron,2525,Rue Saint-Maurice,,47.05124,7.06377,2
Move,Le Landeron,2525,Rue de la Gare 1,,47.0567,7.06737,2
Move,Le Landeron,2525,Rue du Port 1,,47.05096,7.0748,2
Move,Le Lignon,1219,Chemin du Château-Bloch 2,,46.206609,6.10254,2
Move,Le Lignon,1219,ch. Château Bloch,,50.0,-15.0,2
Move,Le Lignon,1219,chemin Château Bloch 2,,46.20662,6.10246,2
Move,Le Pâquier (FR),1661,Route de la Gruyère 22,,46.595549,7.058309,2
Move,Lenk,3775,Rawilstrasse 20b,,46.457339,7.441547,2
Move,Lenk im Simmental,3775,Badstrasse 20,,46.453837,7.436407,2
Move,Lenzerheide,7078,Via Principala 80,,46.739607,9.556979,2
Move,Lenzerheide Vaz / Obervaz,7078,"Via Principala, PP Calvadoiras",,46.722794,9.558576,2
Move,Leuzigen,3297,Käsereistrasse 2,,47.174492,7.457531,2
Move,Liebefeld,3097,Kohlenweg,,46.93144,7.42002,2
Move,Lugano,6915,"Lugano, Via Pian Scairolo 48",,45.980795,8.928964,2
Move,Lupsingen,4419,Liestalerstrasse 14,,47.446377,7.695015,2
Move,Luterbach,5442,Attisholzstrasse 11,,47.219399,7.582337,2
Move,Lüsslingen,4574,Bürenstrasse 63,,47.19262,7.50446,2
Move,Lüterkofen,4571,Mehrzweckhalle Eyacker,,47.161669,7.508292,2
Move,Mammern,8265,Müligartenstrasse,,47.644615,8.918341,2
Move,Marly,1723,Route Ancienne Papeterie 540,,46.777903,7.150603,2
Move,Marly,1723,Route de Fribourg 9,,46.778831,7.154504,2
Move,Martigny,1920,Rue du Levant 99,,46.101615,7.085567,2
Move,Matran,1753,Ch. de la Cornache 1,,46.783118,7.087291,2
Move,Mels,8887,Butzerstrasse 4,,47.042943,9.421565,2
Move,Mels,8887,Grofstrasse 42,,47.053698,9.417667,2
Move,Mels,8887,Melibündtenweg 30,,47.04704,9.426227,2
Move,Mels,8887,Sarganserstrasse 1,,47.047636,9.421554,2
Move,Mex,1031,Route de Faraz 3,,46.56823,6.552573,2
Move,Meyrin,1217,Av. J.-D.-Maillard,,46.23017,6.065036,2
Move,Meyrin,1217,Chemin Antoine-Verchère 6,,46.2282,6.071985,2
Move,Meyrin,1217,Route de  Meyrin,,46.234819,6.052141,2
Move,Meyrin,1217,Route de Meyrin,,46.234819,6.052141,2
Move,Meyrin,1217,Rue de Veyrot,,46.226474,6.060296,2
Move,Milvignes,2012,Route des Clos 76,,46.978362,6.883731,2
Move,Milvignes,2013,Chemin des Longues Raies 11,,46.962996,6.867419,2
Move,Milvignes,2014,Route des Clos 154,,46.98001,6.893051,2
Move,Milvignes,2014,Rue de la Gare,,46.969983,6.83412,2
Move,Monthey,1870,Route du Triboulet 10,,46.245895,6.959808,2
Move,Montreux,1820,Rue du Théâtre 9,,46.429444,6.912222,2
Move,Murg,8877,Murgtalstrasse,,47.07293,9.197767,2
Move,Murg,8877,Strandbodenstrasse,,47.113626,9.217972,2
Move,Murten,3280,Bernstrasse 3,,46.929343,7.119326,2
Move,Murten,3280,Irisweg 12,,46.921923,7.113164,2
Move,Muttenz,4132,Hofackerstrasse 72,,47.537415,7.633576,2
Move,Muttenz,4132,Kriegackerstrasse 100,,47.535342,7.634217,2
Move,Muttenz,4132,Rothausstrasse 61,,47.533117,7.665238,2
Move,Münchenbuchsee,3053,Oberdorfstasse 10,,47.021257,7.447762,2
Move,Neuchâtel,2000,Place du Port 2A,,46.99182,6.93416,2
Move,Neuchâtel,2000,Quai Philippe-Godet 1,,46.9893,6.9285,2
Move,Neuchâtel,2000,Rue du Seyon 38,,46.993594,6.927738,2
Move,Neukirch,9315,Amriswilerstrasse 2a,,47.529191,9.369385,2
Move,Niedergösgen,5013,Hauptstrasse 50,,47.372156,7.991579,2
Move,Nottwil,6207,Guido A. Zäch Strasse 1.2,,47.14141,8.12936,2
Move,Nottwil,6207,Guido A. Zäch Strasse 2e.2,,47.14067,8.1279,2
Move,Nunningen,4208,Eichelbergstrasse 6,,47.408698,7.594472,2
Move,Oberentfelden,5036,Köllikerstrasse 80,,47.349172,8.036542,2
Move,Oberwil,4104,Grenzweg 1,,47.507381,7.555654,2
Move,Oensingen,4702,Ostringstrasse 10,,47.28414,7.71919,2
Move,Olten,4600,Aarauerstrasse 68,,47.34843,7.9111,2
Move,Olten,4600,Aarburgerstrasse 39,,47.34785,7.906247,2
Move,Olten,4600,Aarburgerstrasse 6,,47.3486,7.9058,2
Move,Olten,4600,Amthausquai 24,,47.35317,7.90526,2
Move,Olten,4600,Baslerstrasse 150,,47.355525,7.902554,2
Move,Olten,4600,Bornfeldstrasse 15,,47.3401,7.8945,2
Move,Olten,4600,Im Kleinholz 70,,47.345394,7.901477,2
Move,Olten,4600,Munzingerplatz / Konradstrasse 1,,47.350537,7.901594,2
Move,Olten,4600,Sonneggstrasse 32,,47.3436,7.9087,2
Move,Olten,4600,Untergrundstrasse,,47.351945,7.892325,2
Move,Olten,4600,Werkhofstrasse 2,,47.3501,7.895,2
Move,Olten,4600,Zelglistrasse,,47.3448,7.9155,2
Move,Opfikon,8152,"Opfikon, Hagenholzstrasse 119",,47.416203,8.563986,2
Move,Payerne,1530,Aeropole 131,,46.839233,6.914125,2
Move,Payerne,1530,Aéropole 201,,46.833724,6.917764,2
Move,Payerne,1530,Place des Tireurs,,46.823967,6.942912,2
Move,Payerne,1530,Route de Berne 14,,46.813436,6.953655,2
Move,Payerne,1530,Rue de Guillermaux 1-3-5,,46.818507,6.93617,2
Move,Payerne,1530,Rue de la Gare,,46.81931,6.93896,2
Move,Payerne,1530,Rue des Deux Tours 5,,46.819531,6.935934,2
Move,Payerne,1530,ZI Palaz C 36,,46.82671,6.92776,2
Move,Perly,1258,Chemin de la Mairie,,46.154417,6.091215,2
Move,Plan-les-Ouates,1226,Route des Chevaliers-de-Malte 13,,46.167383,6.118704,2
Move,Plan-les-Ouates,1228,Route de Saint-Julien 102,,46.17089,6.122312,2
Move,Porrentruy,2900,Faubourg Saint-Germain 2,,47.415866,7.078527,2
Move,Presinge,1243,route de Presinge 116,,46.218695,6.253948,2
Move,Prilly,1008,Route des Flumeaux 39,,46.531018,6.601641,2
Move,Quartino,6572,"Quartino, Via Monte Ceneri 1",,46.151896,8.914942,2
Move,Recherswil,4565,Hauptstrasse 109,,47.162056,7.593917,2
Move,Regensdorf,8105,Pumpwerkstrasse 50,,47.44566,8.46303,2
Move,Reinach,4153,Christoph Merian-Ring 11,,47.488667,7.599375,2
Move,Rennaz,1847,Route des Deux Chênes 11,,46.382984,6.928007,2
Move,Riaz,1632,Route du Temple-Romain 11,,46.645231,7.065152,2
Move,Ried bei Kerzers,3216,Galmizstrasse 37,,46.95413,7.183126,2
Move,Riedholz,4533,Baselstrasse 23,,47.231414,7.572329,2
Move,Rivaz,1071,Route de Sallaz,,46.475885,6.779911,2
Move,Romont,1680,Parking du Poyet,,46.69747,6.919971,2
Move,Romont,1680,Place St-Jacques 63A,,46.696463,6.918982,2
Move,Romont,1680,Rue prés des comtes,,46.693417,6.913015,2
Move,Root,6037,Bahnhofstrasse 15,,47.11744,8.391621,2
Move,Rorschach,9400,Churerstrasse,,47.477921,9.502123,2
Move,Rorschach,9400,Churerstrasse,,47.477925,9.502294,2
Move,Rorschach,9400,Churerstrasse 4,,47.478486,9.509415,2
Move,Rorschach,9400,Churerstrasse 4,,47.47849,9.5095,2
Move,Saanen,3792,Dorfstrasse 6,,46.48948,7.263405,2
Move,Saint-Aubin (FR),1566,Route des Vernettes 2,,46.882826,6.988823,2
Move,Saint-Sulpice,1025,Route Cantonale 31,,46.516624,6.566745,2
Move,Saland,8493,Breitacher 3,,47.39103,8.85102,2
Move,Saland,8493,Würzacherstrasse 2,,47.3909,8.85231,2
Move,Salquenen,3970,Industriestrasse 12,,46.299586,7.560711,2
Move,Sargans,7320,Stockbrühlweg 4,,47.04666,9.445072,2
Move,Satigny,1242,Route de la Gare-de-Satigny,,46.213907,6.036421,2
Move,Schaffhausen,8200,"Schaffhausen, Grubenstrasse 80",,47.703041,8.645472,2
Move,Schaffhausen,8201,Bachstrasse,,47.699404,8.636781,2
Move,Schaffhausen,8202,Moserstrasse 10,,47.695172,8.639716,2
Move,Schaffhausen,8207,Hohbergstrasse,,47.720074,8.651059,2
Move,Schenkon,6214,Zellgut 8,,47.177573,8.123571,2
Move,Schlieren,8952,"Schlieren, Badenerstrasse 41",,47.396309,8.440028,2
Move,Schönenbuch,4124,Brunngasse 2,,47.536942,7.501033,2
Move,Schönenwerd,5012,Oltnerstrasse,,47.371339,8.002168,2
Move,Schönenwerd,5012,Parkstrasse 1,,47.371296,7.998906,2
Move,Scuol,7550,Bagnera 170,,46.796847,10.302437,2
Move,Scuol,7550,Nairs 160b,,46.788441,10.269657,2
Move,Scuol,7550,Stradun 330,,46.79726,10.29904,2
Move,Scuol,7550,Vi 383,,46.797359,10.297567,2
Move,Scuol,7550,Via da la staziun 514 A,,46.794321,10.288265,2
Move,Sedrun,7188,Via Alpsu  68,,46.679034,8.77255,2
Move,Sedrun,7188,Via Alpsu 68,,46.680946,8.769149,2
Move,Sedrun,7188,Via Alpsu 69,,46.680293,8.774234,2
Move,Seewen SZ,6423,Franzosenstrasse 6,,47.025254,8.633276,2
Move,Selzach,2545,Schänzlistrasse 2,,47.206648,7.452125,2
Move,Sent,7554,Surataglia 265,,46.81618,10.33179,2
Move,Sierre,3960,Chemin des Bernardines 45,,46.285617,7.545196,2
Move,Sirnach,8370,Mattenrainstrasse 9,,47.47061,8.999847,2
Move,Solothurn,4500,Dornacherplatz 13,,47.204359,7.538102,2
Move,Solothurn,4500,Engestrasse 1,,47.195971,7.54692,2
Move,Solothurn,4500,Luzernstrasse  Parkplatz Bahnhof,,47.204808,7.545425,2
Move,Solothurn,4500,Römerstrasse 49,,47.199536,7.52578,2
Move,Solothurn,4500,Schöngrünstrasse 42,,47.198804,7.541184,2
Move,Solothurn,4502,Ritterquai,,47.207295,7.540597,2
Move,Solothurn,4502,Untere Steingrubenstrasse 1,,47.209554,7.536554,2
Move,Solothurn,4502,Wengistrasse 34,,47.208277,7.53271,2
Move,Sonceboz-Sombeval,2605,Rue du Collège 4,,47.196591,7.178103,2
Move,Spiez,3700,Bahnhofstrasse 13,,46.686221,7.680419,2
Move,Spreitenbach,8957,Bahnhofstrasse 2,,47.419445,8.367208,2
Move,St. Blaise,2072,Rue du Port,,47.010969,6.986885,2
Move,St. Gallen,9000,Dufourstrasse 40,,47.432199,9.375876,2
Move,St. Gallen,9000,Gartenstrasse 8,,47.42245,9.374,2
Move,St. Gallen,9000,Poststrasse 23,,47.423811,9.371472,2
Move,St. Gallen,9000,Steinachstrasse,,47.43156,9.38608,2
Move,St. Gallen,9000,Steinachstrasse 41,,47.429561,9.384191,2
Move,St. Gallen,9001,Rechenstrasse 37,,47.417518,9.336491,2
Move,St. Gallen,9008,Langgasse 151,,47.44874,9.39761,2
Move,St. Gallen,9014,Erlacherstrasse 3,,47.410742,9.336991,2
Move,St. Gallen,9014,Fürstenlandstrasse 122,,47.411487,9.339593,2
Move,St. Gallen,9016,Rorschacher Strasse 253,,47.437577,9.405831,2
Move,St. Gallen,9016,Rorschacher Strasse 284,,47.443117,9.414715,2
Move,St. Gallen,9016,Rorschacher Strasse 311,,47.45132,9.42016,2
Move,St. Gallen,9016,Zilstrasse 79,,47.442761,9.413105,2
Move,St. Moritz,7500,Via Curtins 2,,46.485143,9.811942,2
Move,Staad SG,9422,Hauptstrasse 70a,,47.48239,9.5423,2
Move,Staad SG,9422,Poststrasse,,47.48012,9.53425,2
Move,Stans,6370,Ennetbürgerstrasse 5,,46.968109,8.381755,2
Move,Starrkirch-Wil,4656,Untere Schulstrasse 28,,47.348632,7.926806,2
Move,Steffisburg,3613,Bernstrasse 119,,46.77639,7.61444,2
Move,Steinach,9323,Bleichestrasse 41,,47.501569,9.430271,2
Move,Steinach,9323,Schulstrasse 2,,47.503101,9.442078,2
Move,Studen (BE),2557,Grienweg 14,,47.114159,7.316786,2
Move,Stäfa,8712,Seestrasse 60,,47.238871,8.719257,2
Move,Subingen,4553,Schulhausstrasse,,47.197986,7.619253,2
Move,Sugiez,1786,Route de l'Industrie 6,,46.968794,7.114986,2
Move,Sulz,5085,Hauptstrasse 100,,47.530491,8.095365,2
Move,Sumiswald,3454,Spitalstrasse 7,,47.028957,7.744739,2
Move,Sâles,1625,Route de la Joretta 130,,46.621925,6.961746,2
Move,Tafers,1712,Schwarzseestrasse 12,,46.813778,7.215639,2
Move,Thal SG,9425,Tobelmülistrasse 2,,47.46531,9.56764,2
Move,Thielle,2075,Les Broillets 3,,47.020991,7.027757,2
Move,Thônex,1226,Avenue de Thônex 40,,46.186513,6.196205,2
Move,Thônex,1226,Avenue de Thônex 40,,46.186529,6.196111,2
Move,Thônex,1226,Chemin Edouard Olivet,,46.190229,6.202938,2
Move,Troinex,1256,Chemin du Claiset,,46.163235,6.144644,2
Move,Tägerwilen,8274,ARA-Strasse 31,,47.655916,9.144504,2
Move,Tägerwilen,8274,Castellstrasse 1,,47.654949,9.131291,2
Move,Tägerwilen,8274,Pflanzbergstrasse 2,,47.654851,9.135753,2
Move,Tägerwilen,8274,Stationsstrasse 1,,47.654077,9.139826,2
Move,Tägerwilen,8274,Stationsstrasse 2,,47.654075,9.139901,2
Move,Uetikon am See,8707,Bergstrasse 90,,47.262894,8.67795,2
Move,Ursy,1670,Chemin des Terraux 5,,46.628129,6.827465,2
Move,Uster,8610,Neugrütstrasse 14,,47.358672,8.730357,2
Move,Val-de-Ruz,2043,Le Sécheron 1,,47.032123,6.87079,2
Move,Val-de-Ruz,2053,Rue de l'Epervier 6,,47.059561,6.902451,2
Move,Val-de-Travers,2105,Rue de la Promenade 10,,46.942399,6.679296,2
Move,Val-de-Travers,2108,Clos Pury 15,,46.928003,6.639971,2
Move,Val-de-Travers,2114,Entre-deux-Rivières,,46.90664,6.58632,2
Move,Vernier,1214,Chemin de l'Emeraude 22,,46.220668,6.077633,2
Move,Versoix,1290,Route de Suisse 77,,46.280807,6.166412,2
Move,Villars-sous-Mont,1666,Route de l'Intyamon 109,,46.538772,7.068104,2
Move,Villars-sur-Glâne,1752,Route de Moncor 14,,46.798065,7.120524,2
Move,Villars-sur-Glâne,1752,Route de Villars-Vert 9,,46.798675,7.12933,2
Move,Villars-sur-Glâne,1752,Route de la Glâne 117,,46.791138,7.140559,2
Move,Villars-sur-Glâne,1752,Rue du Centre 7,,46.7946,7.132823,2
Move,Vuadens,1628,Place de la Gare,,46.617425,7.02002,2
Move,Walenstadt,8880,Seestrasse 101,,47.1272,9.303135,2
Move,Walenstadt,8880,Spitalstrasse 5,,47.120875,9.311842,2
Move,Wattwil,9630,Bahnhofstrasse 1,,47.30171,9.0865,2
Move,Wattwil,9630,Bahnhofstrasse 19,,47.298701,9.087758,2
Move,Wattwil,9630,Grüenaustrasse 7,,47.30309,9.08445,2
Move,Wattwil,9630,Industriestrasse 10,,47.29412,9.09289,2
Move,Weier,3462,Huttwilstrasse 5,,47.06246,7.74914,2
Move,Weinfelden,8570,Lauligstrasse 6,,47.560775,9.124687,2
Move,Widnau,9443,Aegetenstrasse 60,,47.394009,9.639131,2
Move,Widnau,9443,Bahnhofstrasse 29-33,,47.40528,9.63562,2
Move,Widnau,9443,Büchelstrasse 21,,47.402949,9.639286,2
Move,Wil,9500,Bergholzstrasse 9,,47.459607,9.037764,2
Move,Wil,9500,Dufourstrasse 12,,47.465664,9.044973,2
Move,Wil,9500,Flawilerstrasse 31,,47.450463,9.055348,2
Move,Wil,9500,Fürstenlandstrasse 32,,47.465462,9.056902,2
Move,Wil,9500,Rotschürstrasse 17,,47.459974,9.051383,2
Move,Wil,9500,Tonhallestrasse,,47.466005,9.050401,2
Move,Wil,9500,Zürcherstrasse 30,,47.466796,9.037296,2
Move,Willisau,6130,Schlossfeldstrasse,,47.116097,7.988505,2
Move,Winznau,4652,Burmattstrasse 2-10,,47.364088,7.928903,2
Move,Winznau,4652,Oltnerstrasse 5,,47.364586,7.933973,2
Move,Wittenbach,9300,Im Zentrum 1,,47.460199,9.388483,2
Move,Wohlen,5610,"Wohlen, Frohburgstrasse 1",,47.33875,8.27382,2
Move,Wädenswil,8820,"Wädenswil, Seestrasse 198",,47.237847,8.660108,2
Move,Wünnewil-Flamatt,3175,Bernstrasse 15,,46.890355,7.31413,2
Move,Yverdon-les-Bains,1400,Av. des Bains 21,,46.773701,6.649475,2
Move,Yverdon-les-Bains,1400,Le Bey 21,,46.792379,6.627483,2
Move,Zuchwil,4528,Hauptstrasse 65,,47.203834,7.557104,2
Move,Zweisimmen,3770,Saanenstrasse 15,,46.552386,7.368875,2
Move,Zürich,8041,"Manegg, Allmendstrasse 121",,47.340339,8.519383,2
Move,Zürich,8048,"Hohlstrasse, Hohlstrasse 544",,47.39044,8.491181,2
Move,Zürich,8055,"Triemli, Birmensdorferstrasse 484",,47.368438,8.496751,2
Move,Aesch,4147,Hauptstrasse 61,,47.467354,7.597174,1
Move,Aigle,1860,Av. du Cloitre,,46.317123,6.970925,1
Move,Aigle,1860,Av. du Cloître,,46.317123,6.970914,1
Move,Andermatt,6490,Bodenstrasse 19,,46.633819,8.589869,1
Move,Arisdorf,4422,Haldenweg 1A,,47.508321,7.763812,1
Move,Athenaz (Avusy),1285,Route d'Athenaz 35,,46.155139,6.003511,1
Move,Athenaz (Avusy),1285,Route d'Athenaz 35,,46.15514,6.003511,1
Move,Avenches,1580,Impasse de la Plaine 6,,46.893546,7.04722,1
Move,Avenches,1580,Route de Berne 6,,46.88319,7.045747,1
Move,Bas-Vully,1788,Route Principale 145,,46.95247,7.097412,1
Move,Bassersdorf,8303,Auenring 37,,47.440857,8.623625,1
Move,Belfaux,1782,Chemin du Brésil 11,,46.832078,7.091046,1
Move,Bern,3008,Effingerstrasse 20,,46.946032,7.434289,1
Move,Bern,3018,Stöckackerstrasse 33,,46.945906,7.40546,1
Move,Bernex,1233,Rue de Bernex 311,,46.174809,6.072507,1
Move,Bevaix,2022,Rue de Neuchâtel 30,,46.935175,6.821706,1
Move,Bienne,2502,Bözingenstrasse 100,,47.150121,7.262347,1
Move,Birsfelden,4127,Gempenstrasse 1,,47.55261,7.627,1
Move,Birsfelden,4127,Gempenstrasse 3,,47.55261,7.627,1
Move,Breil/Brigels,7165,Crest la Crusch,,46.765275,9.067586,1
Move,Bulle,1630,Rte de Riaz 3,,46.621685,7.057855,1
Move,Bussigny,1030 ,Chemin du Belvédère 18,,46.55885,6.55199,1
Move,Bôle,2014,Rue de la gare 14,,46.967996,6.840241,1
